factor_registration_number,factor_name,google_place_id,location_number,author_name,review_rating,review_text,review_time,review_relative_time
PF000933,West End Concept Ltd,ChIJw1caHoNFiEgRwRcjAKspL6k,4,James Lawrence,1,"They were awful when they were selling our flat. Told us we had offers from people who hadn't even submitted notes of interest just to rush through the sale. The ""offers"" were just passing comments people made when asked what they thought the flat was worth.

When we challenged them on this they wouldn't even concede that what they had said could be misleading and were unbelievably patronising.",1761142778,2 months ago
PF000933,West End Concept Ltd,ChIJw1caHoNFiEgRwRcjAKspL6k,4,Z Y,1,"Bad management, no care for furnishings and no proper monitoring of condition of rental property.
I had rented out a furnished flat with Clyde Property in the West End of Glasgow. It was in prime location and was our family home.

I informed the letting agent before the rental in 2023 that I would be away for a year due to personal circumstances.

During the visit by the agent, I explained the sofa and bed had been purchased from Flexform and was expensive and explained it would need care especially as it was a coloured cream.

Clyde failed to convey the information to their regular client and he washed the sofa. It had not been dry cleaned and resulted in the fabric shrinking.

Furthermore it was then forced back on to the sofa and the ends of the fabric became torn. It also affected the shape of the sofa.

I had a management contract with Clyde and did not receive regular inventory reports. Even after highlighting the issue to them via email they failed to mention it in their inventory report.

For 3 months I have chased to get the tenant and Clyde to get the fabric replaced and sent quotations. I did not get anywhere.

Many further issues had occurred during the year where Clyde were quick to make decisions without informing myself the landlord.

I am now left with a massive repair bill on a sofa. Clyde Property's response at the moment is to make a claim on the deposit and take the client to court. In the meantime they have rented out another flat to him.

thanks Clyde Property.",1726240393,a year ago
PF000933,West End Concept Ltd,ChIJw1caHoNFiEgRwRcjAKspL6k,4,Fran Hanley,5,"Friendly, exceptionally professional, very supportive while keeping to an agreed timeframe. I am very grateful and highly recommend Clyde West End Letting Team.",1753001293,5 months ago
PF000933,West End Concept Ltd,ChIJw1caHoNFiEgRwRcjAKspL6k,4,Niall Cathcart,5,"Clyde manage various properties I have, and because of the size of the operation they have the bandwidth to deal with every aspect of managing and vetting new tenants to dealing with property issues which I can rectify of they can arrange professional tradesmen to rectify. Laws and regulations with respect to renting property changes frequently and Clyde ensure that I am on the right side of the law and supporting my tenants responsibly. Thanks to Judy who handles my property, and area director Craig who I have interacted with from day one, and takes a hands on interest in the business.",1721219724,a year ago
PF000101,West Highland Housing Association Ltd,ChIJD1K1vAhniUgRLkkqvLHBn_4,1,Fiona Campbell,4,Great place for our course but not enough parking.,1583349175,5 years ago
PF000101,West Highland Housing Association Ltd,ChIJD1K1vAhniUgRLkkqvLHBn_4,1,john macleod,5,Friendly staff that are helpful,1700065307,2 years ago
PF000101,West Highland Housing Association Ltd,ChIJD1K1vAhniUgRLkkqvLHBn_4,1,Christina Billingham,5,,1714864868,a year ago
PF000101,West Highland Housing Association Ltd,ChIJD1K1vAhniUgRLkkqvLHBn_4,1,Mary MacIntyre,3,,1697209682,2 years ago
PF000101,West Highland Housing Association Ltd,ChIJD1K1vAhniUgRLkkqvLHBn_4,1,Joseph hunter,5,,1666733214,3 years ago
PF001153,West Homes Property Management Ltd,ChIJp-r-8HxXiEgRovUgOxNH29o,1,Emma Lauren Gibb,5,"We viewed our dream property in July 2025 which was for sale through West Homes, Killearn. After viewing, Roscoe contacted us promptly to find out our opinion of it. We expressed our adoration for the property and from that moment, Roscoe worked his magic made our offer happen! After having our offer accepted, everything moved very quickly and Roscoe came over in the following days to carry out valuation on our current property and organised the media package for photographs to be taken for our advertisement. Roscoe is an expert of the market and provides excellent advise. Our current property became live on the market by the end of the week to which Roscoe and his team Hannah and Felicity worked hard and arranged back-to-back viewings. We accepted an offer which unfortunately fell through a few weeks before completion which put us in a very stressful situation however, Roscoe and his team provided reassurance and at our request put our current property back on the market again - same day and worked endlessly to re-contact previous viewers and new viewers as well as ensuring the sellers of our new property were aware of the situation and assuring them. After what could have been a very stressful few months if it had not been for Roscoe and his team we eventually completed on our sale and purchase in October 2025 and collected our keys which was an extremely happy day! Roscoe even gave us a bottle of prosecco on collection which was a lovely touch. Throughout the process Roscoe and his team provided a very personal and professional service. We would not hesitate in using this estate agents again and would highly recommend them for those who would like an outstanding and professional experience.",1767194723,a week ago
PF001153,West Homes Property Management Ltd,ChIJp-r-8HxXiEgRovUgOxNH29o,1,graham cooper,5,"Excellent, personal service. Roscoe and his team, particularly Claudine in the Callander office, were outstanding in their care and attention to detail. We had an offer within two weeks and were kept up to date throughout.
Our purchaser lived overseas and the excellent communication initiated and maintained by the team formed an important and essential part of the the process. We could not be more satisfied than we are with our experience of working with West Homes and would highly recommend them.",1764696673,a month ago
PF001153,West Homes Property Management Ltd,ChIJp-r-8HxXiEgRovUgOxNH29o,1,Margaret McCrossan,5,West were excellent when we sold our house earlier this year. They gave us good advice on the local market and kept us sane when there was a delay further down the chain. West were very proactive in investigating & updating us when the various legal teams failed to do so. I would definitely recommend the team in their Killearn office!,1766261504,3 weeks ago
PF001153,West Homes Property Management Ltd,ChIJp-r-8HxXiEgRovUgOxNH29o,1,Catherine Haslam,5,"We were very happy with the service we had from West Homes.  They were always eager to answer questions, and had a cheerful manner whenever we spoke to them.  It is good to have a local team who know the area well and can present the property to its best advantage.",1764959019,a month ago
PF001153,West Homes Property Management Ltd,ChIJp-r-8HxXiEgRovUgOxNH29o,1,Matt and Donna Dutch,5,West Homes were great from start to finish. Our house was sold quickly. The process was helped along by Roscoe and co with regular updates and advice. Would highly recommend,1764794094,a month ago
PF001153,West Homes Property Management Ltd,ChIJ38jr2tDziEgRZoAoD7B99SU,2,Gavin Barrack,5,"Excellent service from Roscoe and the team, the promotional video for our property was stunning. After 2 weeks of viewings and 4 offers we accepted a final offer.
Lastly big shout to Claudine who greased the wheels on several occasions during the legal process.",1764667257,a month ago
PF001153,West Homes Property Management Ltd,ChIJ38jr2tDziEgRZoAoD7B99SU,2,Alan Reed,5,Nice Helpful and did weĺl for me and my buyer,1735127266,a year ago
PF001153,West Homes Property Management Ltd,ChIJ4SGJwwlniUgRdgIl3ohS04k,3,Fingal Ross,5,"Joanne is the most wonderful person that will go above and beyond for you with finding the perfect place to live. I lost count with how many places she showed us in an area where it is hard to find a rental, but she was determined to get our little family settled. Not only did she find us the best place to live but also sorted out a little cosy house for granny too. Also, she has been so fast with any requests or issues we’ve had while living in our home.
If you need to find a place to live and you need someone who is friendly, trustworthy and just generally a lovely human being then I couldn’t recommend Joanne highly enough.",1734689411,a year ago
PF001153,West Homes Property Management Ltd,ChIJ4SGJwwlniUgRdgIl3ohS04k,3,Simon Johnson,5,"I need to say a huge thank you to Joanne Bilton, who has been instrumental in helping myself, and my partner to find our beautiful new home in Fort William. I've seen many reviews of companies and their staff, but this review is heart-felt.

Joanne has from hundreds of miles away, helped me through every step of the letting process, and gone way above and beyond anythinĝ I could ever have expected or hoped for in regard to duty of care or level of service.

There were some hurdles that I needed to overcome to ensure a successful letting, but Joanne worked around the clock to ensure that I was well informed and up-to-date with everything that was going on, what I needed to do, and what I could expect from her.

as someone who has worked in customer focused roles for many years, I have been more than impressed by her knowledge, commitment, and level of care.

I can only say thank you so very much for everything she has done for myself and my family, and making my dream of living in Fort William a possibility.

5* service on every level. I hope this review makes it's way to the directors of the business, because Joanne deserves all the plaudits for her outstanding service. She really is an asset to West Property Lettings, and I feel in good hands going forward.

Thank you Joanne

👏👏👏",1725997951,a year ago
