factor_registration_number,factor_name,google_place_id,google_name,rating,review_count,address,phone,website,is_verified,google_maps_url,latitude,longitude,location_number,business_status,business_types
PF000261,Tollcross Housing Association Limited,ChIJ78TYzxJBiEgRddZndnYEPAA,Tollcross Housing Association,3.8,45,"868 Tollcross Rd, Glasgow G32 8PF, UK",0141 763 1317,https://www.tollcross-ha.org.uk/,True,https://maps.google.com/?cid=16893405441807989,55.8440356,-4.1783182,1,OPERATIONAL,"establishment, point_of_interest"
PF001084,Tomintoul and Glenlivet Development Trust,ChIJwcMxpDuVhUgROgI6LJNK1wM,Tomintoul & Glenlivet,,0,"43 The Square, Moray AB37 9ET, UK",01807 580760,https://www.tgdt.org.uk/digital-archive/enquiries/,True,https://maps.google.com/?cid=276771898069221946,57.2515218,-3.3800508,1,OPERATIONAL,"establishment, point_of_interest"
PF001084,Tomintoul and Glenlivet Development Trust,ChIJx0l_mDuVhUgRB1_cdRfpYDM,Glenlivet Estate - Crown Estate,4.7,15,"Main St, Tomintoul, Ballindalloch AB37 9EX, UK",01479 870070,http://www.glenlivetestate.co.uk/,True,https://maps.google.com/?cid=3702215180669443847,57.2475361,-3.3732255,2,OPERATIONAL,"establishment, park, point_of_interest"
PF000543,Toner and McCartney LLP,ChIJo3U_8ILWiUgR-f7OiK5r97E,Toner And McCartney,4.1,20,"1 Parkhouse St, Ayr KA7 2HH, UK",01292 290400,http://tonerandmccartney.co.uk/,True,https://maps.google.com/?cid=12823836861324525305,55.457413,-4.628862,1,OPERATIONAL,"establishment, point_of_interest, real_estate_agency"
PF000751,Tornagrain Services Limited,ChIJORmlu_15j0gR3FTfibkZCnY,Places for People - Tornagrain,4.3,3,"6 Bishop's Hill Road, Tornagrain, Inverness IV2 8AR, UK",01463 830490,https://www.placesforpeople.co.uk/new-homes/find-a-new-home/tornagrain/?utm_source=google&utm_medium=gmb&utm_campaign=tgmb24,True,https://maps.google.com/?cid=8505639130915362012,57.52926859999999,-4.036553899999999,1,OPERATIONAL,"establishment, point_of_interest"
PF001032,Touchstone Corporate Property Services Limited,ChIJN6P2sdW5h0gRmvu_yMZf_zI,Touchstone - Edinburgh,2.3,83,"1 Hay Ave, Edinburgh EH16 4RW, UK",0131 657 5139,https://www.touchstoneresi.co.uk/,True,https://maps.google.com/?cid=3674761128333802394,55.9344031,-3.1224527,1,OPERATIONAL,"establishment, point_of_interest"
PF000857,Town Property Management Ltd,ChIJgc1sJAJBiEgR75YBKFJhkG4,TCF Property Management Limited,5,20,"10 Balmoral Dr, Glasgow G32 8DW, UK",0141 374 2373,https://www.tcfpm.co.uk/,True,https://maps.google.com/?cid=7966974746304812783,55.8305604,-4.1594884,5,OPERATIONAL,"establishment, point_of_interest"
PF000285,Trafalgar Housing Association Limited,ChIJj3AWylBOiEgRYazyl-uk7VQ,Trafalgar Housing Association,4.4,9,"430A Dumbarton Rd, Dalmuir, Clydebank G81 4DX, UK",0141 952 4676,https://trafalgarha.co.uk/,True,https://maps.google.com/?cid=6119728800439905377,55.9071586,-4.4203206,1,OPERATIONAL,"establishment, point_of_interest"
PF000170,Trinity Factoring Services Ltd,ChIJ8SBEvwvHh0gRH0J8J1AMwzY,Trinity Factoring Services Ltd,3.5,117,"209-211 Bruntsfield Pl, Edinburgh EH10 4DH, UK",0131 447 9911,http://www.trinityfactors.co.uk/,True,https://maps.google.com/?cid=3946011236906058271,55.934792,-3.2099472,1,OPERATIONAL,"establishment, point_of_interest"
PF000170,Trinity Factoring Services Ltd,ChIJc4Yg0iEOhEgRRT8PSIljG0M,Trinity Factoring Services Ltd,3.9,34,"1 S Mount St, Aberdeen AB25 2TN, UK",01224 641010,http://www.trinityfactors.co.uk/,True,https://maps.google.com/?cid=4835568066182987589,57.1503779,-2.1125817,2,OPERATIONAL,"establishment, point_of_interest"
PF000333,Trust Housing Association Ltd,ChIJ0TiVKPDGh0gRogSFtyYZOr8,Trust Housing Association - Edinburgh Office,4.2,9,"12 New Mart Rd, Edinburgh EH14 1RL, UK",0131 444 1200,http://www.trustha.org.uk/,True,https://maps.google.com/?cid=13779353663971853474,55.9267148,-3.2502405,1,OPERATIONAL,"establishment, point_of_interest"
PF000333,Trust Housing Association Ltd,ChIJVez5jygTiEgRCsQ0odbVLd4,Trust Housing Association - Wishaw Office,3.8,17,"55 Kirk Rd, Wishaw ML2 7BL, UK",01698 377200,https://www.trustha.org.uk/,True,https://maps.google.com/?cid=16009687368176288778,55.7741991,-3.9189287,2,OPERATIONAL,"establishment, point_of_interest"
PF000333,Trust Housing Association Ltd,ChIJKUmnQ0FHiEgRoN_N2ImkF5c,"Trust Housing Association - Waterside Road, Carmunnock",4,1,"105 Waterside Rd, Carmunnock, Clarkston, Glasgow G76 9DU, UK",0131 444 1200,http://www.trustha.org.uk/,True,https://maps.google.com/?cid=10887351536146309024,55.7915935,-4.235054,3,OPERATIONAL,"establishment, point_of_interest"
PF000333,Trust Housing Association Ltd,ChIJR0222XBGiEgRZ4CKNEuzboM,Trust Housing Association - Glasgow Office,4.4,9,"345 Govan Rd, Glasgow G51 1DR, UK",0131 444 1200,https://www.trustha.org.uk/,True,https://maps.google.com/?cid=9470704201992142951,55.854668,-4.2990505,4,OPERATIONAL,"establishment, point_of_interest"
PF000333,Trust Housing Association Ltd,ChIJq5-Mg3zGh0gRttmxrNocOv0,"Trust Housing Association - Kirk Loan, Edinburgh",5,1,"17 Kirk Loan, Corstorphine, Edinburgh EH12 7HD, UK",0131 334 2171,https://www.trustha.org.uk/contact-us,True,https://maps.google.com/?cid=18246928565770770870,55.9419266,-3.2815073,5,OPERATIONAL,"establishment, point_of_interest"
PF001059,Tyninghame Gardens Ltd,ChIJVVVVVVWViEgRRtaV5XTgju4,Tyninghame House,4.5,8,"Dunbar EH42 1XW, UK",,https://canmore.org.uk/site/57732,True,https://maps.google.com/?cid=17189923620392392262,56.01004440000001,-2.6120136,1,OPERATIONAL,"establishment, point_of_interest"
PF001059,Tyninghame Gardens Ltd,ChIJITVKemEFh0gRhviNvg8grQE,Letham Gardens,4.4,11,"Dunbar EH42 1BN, UK",01368 864796,,True,https://maps.google.com/?cid=120788017002444934,56.0024911,-2.5220018,2,OPERATIONAL,"establishment, point_of_interest"
PF001059,Tyninghame Gardens Ltd,ChIJ_Z2BBw8Gh0gRvzx25ocTa6g,Tyninghame,,0,"Tyninghame, Dunbar EH42 1XL, UK",,,True,https://maps.google.com/?cid=12135815095287954623,56.003123,-2.624885,3,,"locality, political"
PF001059,Tyninghame Gardens Ltd,ChIJS1IwOhkGh0gRFQG6bdh_Ei4,Tyninghame Village Hall,4.7,53,"Main St, Tyninghame, Dunbar EH42 1XL, UK",,http://tyninghamevillagehall.org.uk/,True,https://maps.google.com/?cid=3319856442856046869,56.00291679999999,-2.6269071,4,OPERATIONAL,"establishment, point_of_interest"
PF000364,Viewpoint Housing Association Limited,ChIJF9toFHDHh0gRHlNhj8G9FPg,Viewpoint,3.5,14,"4 S Oswald Rd, Edinburgh EH9 2HG, UK",0131 668 4247,http://www.viewpoint.org.uk/,True,https://maps.google.com/?cid=17876121459972199198,55.92922799999999,-3.1892835,1,OPERATIONAL,"establishment, health, point_of_interest"
PF000364,Viewpoint Housing Association Limited,ChIJh08UVEjGh0gRcBIII-khgSA,Viewpoint Housing Association Ltd,1.5,2,"145 Maidencraig Cres, Edinburgh EH4 2UU, UK",0131 332 8942,,True,https://maps.google.com/?cid=2342190566408196720,55.957524,-3.2474932,2,OPERATIONAL,"establishment, point_of_interest"
PF000364,Viewpoint Housing Association Limited,ChIJi2Z_R-3Gh0gRgJTdSCQ5W1s,Viewpoint Housing Association Ltd,4.8,4,"2 Haugh Park, Edinburgh EH14 2BD, UK",0131 443 0228,,True,https://maps.google.com/?cid=6582918108336198784,55.9248422,-3.2605487,3,OPERATIONAL,"establishment, point_of_interest"
PF000364,Viewpoint Housing Association Limited,ChIJFeogwna4h0gRLTI6x18MIcc,Viewpoint Housing Association Ltd,4.3,6,"2 Croft-An-Righ, Edinburgh EH8 8EG, UK",0131 556 4696,https://www.viewpoint.org.uk/,True,https://maps.google.com/?cid=14348763493283017261,55.9547424,-3.1723058,4,OPERATIONAL,"establishment, point_of_interest"
PF000659,Vista Properties and Development Ltd,ChIJF82HxJNjhkgRnBfTBVsHU7c,Vista Properties,3.7,7,"109 E High St, Forfar DD8 2EQ, UK",01307 465564,http://www.vistaproperties.co.uk/,True,https://maps.google.com/?cid=13209910219528935324,56.6451509,-2.8839111,1,OPERATIONAL,"establishment, general_contractor, point_of_interest"
PF000659,Vista Properties and Development Ltd,ChIJTZ8hxfljhkgRm1dMY6KHHYc,Vista Properties Development Ltd,5,1,"Vistana House, Forfar DD8 1XD, UK",01307 462274,,True,https://maps.google.com/?cid=9736087100965279643,56.6281653,-2.8971165,2,OPERATIONAL,"establishment, general_contractor, point_of_interest"
PF000404,Wanrobe Investments Limited,ChIJ98vfhepchkgRundHJDCi97o,Robertson Property Management Ltd,3.4,20,"76 E Dock St, Dundee DD1 3LH, UK",01382 229999,https://robertsonpm.co.uk/,True,https://maps.google.com/?cid=13472415137952921530,56.4669781,-2.9438149,3,OPERATIONAL,"establishment, point_of_interest"
PF000404,Wanrobe Investments Limited,ChIJ_3ROTsdchkgRLXD5fiHO4Ug,Westport Property Ltd,4.8,101,"3 Old Hawkhill, Dundee DD1 5EU, UK",01382 225517,https://www.westportproperty.co.uk/?utm_source=organic&utm_medium=google-business-profile&utm_campaign=website-visit&utm_id=google,True,https://maps.google.com/?cid=5251705283750228013,56.4594977,-2.9799394,4,OPERATIONAL,"establishment, finance, point_of_interest, real_estate_agency"
PF000271,Waverley Housing,ChIJ4chPiNp9fUgRj4ZjHqTa1JQ,Waverley Housing,4,26,"51 North Bridge St, Hawick TD9 9PX, UK",01450 364200,http://www.waverley-housing.co.uk/,True,https://maps.google.com/?cid=10724437011095324303,55.427452,-2.784361,1,OPERATIONAL,"establishment, point_of_interest"
PF001002,Waverley Property Maintenance Limited,ChIJH3Z9OBf1j0gRxdet1V5Hd5M,Waverley Engineering,4,1,"Waverley, Golspie KW10 6SR, UK",01408 633125,http://www.waverleyengineering.com/,True,https://maps.google.com/?cid=10626040318441412549,57.97227,-3.985618999999999,3,OPERATIONAL,"establishment, point_of_interest"
PF001002,Waverley Property Maintenance Limited,ChIJr8tG-p7Hh0gR4jo0JD_aw1U,Waverley Management Consultants Ltd,,0,"1, 4 Leven Terrace, Edinburgh EH3 9LT, UK",07810 835173,https://www.waverley.cloud/,True,https://maps.google.com/?cid=6180023078407650018,55.94224759999999,-3.2011318,4,OPERATIONAL,"establishment, point_of_interest"
PF000109,Wellhouse Housing Association Ltd,ChIJH_n5n4xBiEgRtiMw1ylRM7M,Wellhouse Housing Association,3.5,24,"The Hub, 49 Wellhouse Cres, Glasgow G33 4LA, UK",0141 781 1884,https://wellhouseha.org.uk/,True,https://maps.google.com/?cid=12912753796747109302,55.8609409,-4.1336132,1,OPERATIONAL,"establishment, point_of_interest"
PF000334,West Dunbartonshire Council,ChIJTfWtwvVTiEgRtXuccXb0VUU,West Dunbartonshire Council,4,10,"16 Church St, Dumbarton G82 1QL, UK",01389 738282,https://www.west-dunbarton.gov.uk/,True,https://maps.google.com/?cid=4996168151186832309,55.9437408,-4.5666151,1,OPERATIONAL,"establishment, local_government_office, point_of_interest"
PF000334,West Dunbartonshire Council,ChIJ-2BE7qZSiEgRP8-dQueBYog,Caledonia Bureau Dumbarton,4.3,62,"130 High St, Dumbarton G82 1PQ, UK",01389 771777,http://www.caledoniabureau.co.uk/,True,https://maps.google.com/?cid=9827560167130910527,55.9440404,-4.5725068,2,OPERATIONAL,"establishment, point_of_interest, real_estate_agency"
PF000334,West Dunbartonshire Council,ChIJsR3DbZxPiEgRtinQ-ggQ-7w,91BC Property Services,3.4,131,"Garscadden House, 3 Dalsetter Cres, Drumchapel, Glasgow G15 8TG, UK",0800 689 0675,https://91bc.uk/,True,https://maps.google.com/?cid=13617495529038555574,55.9083133,-4.3687411,3,OPERATIONAL,"establishment, point_of_interest"
PF000334,West Dunbartonshire Council,ChIJr71U1aZSiEgRvb6037vnrU8,Dunbritton Housing Association Ltd,4,18,"1 Hatters Ln, Dumbarton G82 1AW, UK",01389 761486,http://www.dunbritton.org.uk/,True,https://maps.google.com/?cid=5741499894065315517,55.9427867,-4.568028,4,OPERATIONAL,"establishment, point_of_interest"
PF000334,West Dunbartonshire Council,ChIJp0PJdMRPiEgRuMlfTliO0oU,Knowes Housing Association Ltd,3.4,28,"10 Field Rd, Clydebank G81 5BX, UK",01389 877752,https://knowes.org/,True,https://maps.google.com/?cid=9642926262076819896,55.9315791,-4.3892578,5,OPERATIONAL,"establishment, point_of_interest"
PF000933,West End Concept Ltd,ChIJAVTVg4FFiEgR7JOawnEIDAI,West End Letting and Sales,4.3,66,"18 Woodlands Rd, Glasgow G3 6UR, UK",0141 611 9695,http://www.westendlettingandsales.com/,True,https://maps.google.com/?cid=147502172485620716,55.8678439,-4.2716291,1,OPERATIONAL,"establishment, point_of_interest"
PF000933,West End Concept Ltd,ChIJe1FJ6c9FiEgR27zwi3ucmI4,Clyde Property West End Sales,4.2,214,"145 Byres Rd, West End, Glasgow G12 8TT, UK",0141 576 1777,https://www.clydeproperty.co.uk/branches/west-end/,True,https://maps.google.com/?cid=10275134604288507099,55.8732765,-4.296170099999999,3,OPERATIONAL,"establishment, finance, point_of_interest, real_estate_agency"
PF000933,West End Concept Ltd,ChIJw1caHoNFiEgRwRcjAKspL6k,Clyde Property West End Letting,4.3,33,"135 Byres Rd, West End, Glasgow G12 8TT, UK",0141 576 8500,https://www.clydeproperty.co.uk/branches/west-end-letting/,True,https://maps.google.com/?cid=12191008530733668289,55.8731685,-4.2962446,4,OPERATIONAL,"establishment, finance, point_of_interest, real_estate_agency"
PF000101,West Highland Housing Association Ltd,ChIJD1K1vAhniUgRLkkqvLHBn_4,West Highland Housing Association,4.1,10,"Crannog Ln, Oban PA34 4HB, UK",01631 566451,https://www.westhighlandha.co.uk/,True,https://maps.google.com/?cid=18347596376040950062,56.4072834,-5.474887799999999,1,OPERATIONAL,"establishment, point_of_interest"
PF001153,West Homes Property Management Ltd,ChIJp-r-8HxXiEgRovUgOxNH29o,West Homes,4.9,33,"2 Main St, Killearn, Glasgow G63 9NH, UK",01360 551129,http://westhomes.co.uk/,True,https://maps.google.com/?cid=15770276668089890210,56.0438043,-4.3724549,1,OPERATIONAL,"establishment, point_of_interest"
PF001153,West Homes Property Management Ltd,ChIJ38jr2tDziEgRZoAoD7B99SU,West Homes Callander,5,2,"86 Main St, Callander FK17 8BD, UK",01877 728001,https://www.westhomes.co.uk/,True,https://maps.google.com/?cid=2735230543819472998,56.24333439999999,-4.2138858,2,OPERATIONAL,"establishment, point_of_interest, real_estate_agency"
PF001153,West Homes Property Management Ltd,ChIJ4SGJwwlniUgRdgIl3ohS04k,West Property,4.1,26,"3A, Macleod Building, Lochavullin Rd, Oban PA34 4PL, UK",01631 569466,http://www.west-property.co.uk/,True,https://maps.google.com/?cid=9931372351078072950,56.4066465,-5.4753596,3,OPERATIONAL,"establishment, point_of_interest, real_estate_agency, travel_agency"
PF000711,West Lothian Council,ChIJL_DIhlPfh0gRt7jFvn5VjGM,West Lothian Council,2.1,87,"7 Whitestone Pl, Bathgate EH48 2HA, UK",01506 280000,http://www.westlothian.gov.uk/,True,https://maps.google.com/?cid=7173202309349226679,55.8817959,-3.6266921,1,OPERATIONAL,"establishment, local_government_office, point_of_interest"
PF000711,West Lothian Council,ChIJB0RxJsuoh0gR--QMBLyx3Ls,East Lothian Property Management,4.6,33,"Aberlady, Longniddry EH32 0SB, UK",01875 870425,http://www.elpm.co.uk/,True,https://maps.google.com/?cid=13536890001048790267,56.010796,-2.86096,2,OPERATIONAL,"establishment, point_of_interest, real_estate_agency"
PF000711,West Lothian Council,ChIJiWOx5293iEgR_DnJHqiME_E,Keyside Properties (Formerly Lothian Homes),4.4,23,"C/2, Linbar House, 48 North Bridge St, Bathgate EH48 4PP, UK",01506 635627,https://www.lothianhomes.net/,True,https://maps.google.com/?cid=17371382841397033468,55.9023591,-3.643728899999999,3,OPERATIONAL,"establishment, point_of_interest, real_estate_agency"
PF000711,West Lothian Council,ChIJJX9oCKPGh0gR-kPH1lM_H9A,Wester Hailes Land & Property Trust,5,1,"Alcorn Rigg, Edinburgh EH14 3BF, UK",0131 442 3240,https://whlpd.com/contact-us/,True,https://maps.google.com/?cid=14996774913485259770,55.9110086,-3.2779422,4,OPERATIONAL,"establishment, point_of_interest"
PF000711,West Lothian Council,ChIJ3aTlJE3Zh0gRrtMs3VogtOI,Letting Solutions Ltd,4.2,93,"Unit 6, Bloom Farm, 6 Main St, Livingston Village, Livingston EH54 7AF, UK",01506 496006,http://www.letting-solutions.co.uk/,True,https://maps.google.com/?cid=16335717323009479598,55.8860573,-3.5373023,5,OPERATIONAL,"establishment, point_of_interest, real_estate_agency"
PF000641,West One Property Management & Factoring Ltd,ChIJBQyNFcdchkgRaaq_An-MmEk,West One Properties,4.8,16,"2 Blinshall St, Dundee DD1 5DS, UK",01382 224495,http://www.westoneproperties.co.uk/,True,https://maps.google.com/?cid=5303143038363609705,56.4603838,-2.9816625,1,OPERATIONAL,"establishment, point_of_interest, real_estate_agency"
PF000910,Westburn Services Ltd,ChIJf4vsm55ehkgRVo1sc5V4y34,Westburn Services,5,2,"124 King St, Broughty Ferry, Dundee DD5 1EW, UK",01382 775666,http://www.westburnproperty.co.uk/,True,https://maps.google.com/?cid=9136528852333137238,56.4661157,-2.8779461,1,OPERATIONAL,"establishment, point_of_interest"
PF001008,Westscot Living Limited,ChIJASEgkxFEiEgRieqO6d98jvc,West Of Scotland Housing Association,3.8,57,"40 Barrowfield Dr, Glasgow G40 3QH, UK",0141 550 5600,http://www.westscot.co.uk/,True,https://maps.google.com/?cid=17838332475199122057,55.84914939999999,-4.2158064,1,OPERATIONAL,"establishment, point_of_interest"
PF001008,Westscot Living Limited,ChIJKzxOJ_dFiEgRMNrT4FTRiT0,Whiteinch & Scotstoun Housing Association Ltd,4.3,46,"1 Northinch St, Glasgow G14 0UG, UK",0141 959 2552,http://www.wsha.org.uk/,True,https://maps.google.com/?cid=4434305470602402352,55.8735495,-4.3372586,2,OPERATIONAL,"establishment, point_of_interest"
PF001008,Westscot Living Limited,ChIJ41j4SCtEiEgRMiaJzqmY1h8,Glasgow West Housing Association,3.1,49,"5 Royal Cres, Glasgow G3 7SL, UK",0141 331 6650,http://www.gwha.org.uk/,True,https://maps.google.com/?cid=2294188915273836082,55.866027,-4.2811742,4,OPERATIONAL,"establishment, point_of_interest"
PF000378,Wheatley Homes East Limited,ChIJCRTwF_DGh0gRXMwywQK998U,Wheatley Homes East,2.7,108,"8 New Mart Rd, Edinburgh EH14 1RL, UK",0800 561 0088,http://www.dunedincanmore.org.uk/,True,https://maps.google.com/?cid=14265078164248251484,55.9272462,-3.2491678,1,OPERATIONAL,"establishment, point_of_interest"
PF000378,Wheatley Homes East Limited,ChIJxc6B_6BGiEgRz7xMrq7ynEM,Wheatley House,2.2,122,"Wheatley House, 25 Cochrane St, Glasgow G1 1HL, UK",0800 479 7979,https://www.wheatley-group.com/,True,https://maps.google.com/?cid=4872035728970529999,55.8600692,-4.2470173,2,OPERATIONAL,"establishment, point_of_interest"
PF000378,Wheatley Homes East Limited,ChIJQSzmpGVPiEgR_Sg4IP5sKuw,Wheatley Homes Glasgow office,3.2,54,"20 Dykebar Ave, Glasgow G13 3HF, UK",,https://www.wheatleyhomes-glasgow.com/,True,https://maps.google.com/?cid=17017533980690884861,55.8889118,-4.357234399999999,3,OPERATIONAL,"establishment, point_of_interest"
PF000287,Wheatley Homes Glasgow Limited,ChIJxc6B_6BGiEgRz7xMrq7ynEM,Wheatley House,2.2,122,"Wheatley House, 25 Cochrane St, Glasgow G1 1HL, UK",0800 479 7979,https://www.wheatley-group.com/,True,https://maps.google.com/?cid=4872035728970529999,55.8600692,-4.2470173,1,OPERATIONAL,"establishment, point_of_interest"
PF000287,Wheatley Homes Glasgow Limited,ChIJ41a2zgpGiEgRCGsJGIPgHWY,Wheatley Homes Glasgow Local Hub,3,43,"Dava St, Glasgow G51 2BQ, UK",0800 479 7979,https://www.wheatleyhomes-glasgow.com/,True,https://maps.google.com/?cid=7358284219841866504,55.8577919,-4.3103961,2,OPERATIONAL,"establishment, point_of_interest"
PF000287,Wheatley Homes Glasgow Limited,ChIJQSzmpGVPiEgR_Sg4IP5sKuw,Wheatley Homes Glasgow office,3.2,54,"20 Dykebar Ave, Glasgow G13 3HF, UK",,https://www.wheatleyhomes-glasgow.com/,True,https://maps.google.com/?cid=17017533980690884861,55.8889118,-4.357234399999999,3,OPERATIONAL,"establishment, point_of_interest"
PF000358,Wheatley Homes South Limited,ChIJxc6B_6BGiEgRz7xMrq7ynEM,Wheatley House,2.2,122,"Wheatley House, 25 Cochrane St, Glasgow G1 1HL, UK",0800 479 7979,https://www.wheatley-group.com/,True,https://maps.google.com/?cid=4872035728970529999,55.8600692,-4.2470173,1,OPERATIONAL,"establishment, point_of_interest"
PF000358,Wheatley Homes South Limited,ChIJCRTwF_DGh0gRXMwywQK998U,Wheatley Homes East,2.7,108,"8 New Mart Rd, Edinburgh EH14 1RL, UK",0800 561 0088,http://www.dunedincanmore.org.uk/,True,https://maps.google.com/?cid=14265078164248251484,55.9272462,-3.2491678,2,OPERATIONAL,"establishment, point_of_interest"
