matched_registration_number,match_method,tribunal_property_factor,tribunal_registration_number,case_references,case_urls,application_complaints,hearing_date,outcome,outcome_type,pfeo_resolved,section_1_written_statement,section_2_communication,section_3_financial,section_4_debt,section_5_insurance,section_6_repairs,section_7_complaints,property_factor_duties,pdf_files,pdf_urls,upper_tribunal_decisions,upper_tribunal_urls
PF000196,fuzzy_name (100%),Ross and Liddell Ltd,,HOHP/PF/15/0042,https://housingandpropertychamber.scot/apply-tribunal/property-factors/property-factors-decisions/ross-liddell-ltd-hohppf150042,,2016-01-19T12:00:00Z,Complied,positive,resolved,False,False,False,False,False,False,False,False,0042 decision_Redacted.pdf | 0042 PFEO_Redacted.pdf | 0042 - Certificate of Compliance_Redacted.pdf,https://housingandpropertychamber.scot/sites/default/files/property_factor_decisions/0042%20decision_Redacted.pdf | https://housingandpropertychamber.scot/sites/default/files/property_factor_decisions/0042%20PFEO_Redacted.pdf | https://housingandpropertychamber.scot/sites/default/files/property_factor_decisions/0042%20-%20Certificate%20of%20Compliance_Redacted.pdf,,
PF000042,manual_mapping,Newton Property Management,,HOHP/PF/15/0055/0056/0057,https://housingandpropertychamber.scot/apply-tribunal/property-factors/property-factors-decisions/newton-property-management-hohppf15005500560057,,2016-01-15T12:00:00Z,Decision Issued,negative,,False,False,False,False,False,False,False,False,15.0055 0056 0057 Decision_Redacted_0.pdf,https://housingandpropertychamber.scot/sites/default/files/property_factor_decisions/15.0055%200056%200057%20Decision_Redacted_0.pdf,,
PF000418,exact_name,Quartermile Estates Limited,,HOHP/PF/15/0039,https://housingandpropertychamber.scot/apply-tribunal/property-factors/property-factors-decisions/quartermile-estates-limited-hohppf150039,,2015-12-18T12:00:00Z,Decision Issued,negative,,False,False,False,False,False,False,False,False,0039 Decision_Redacted_0.pdf,https://housingandpropertychamber.scot/sites/default/files/property_factor_decisions/0039%20Decision_Redacted_0.pdf,,
PF000418,exact_name,Quartermile Estates Limited,,HOHP/PF/15/0039,https://housingandpropertychamber.scot/apply-tribunal/property-factors/property-factors-decisions/quartermile-estates-limited-hohppf150039-0,,2015-12-18T12:00:00Z,Decision Issued,negative,,False,False,False,False,False,False,False,False,0039 Decision_Redacted.pdf,https://housingandpropertychamber.scot/sites/default/files/property_factor_decisions/0039%20Decision_Redacted.pdf,,
PF000264,exact_name,Oak Tree Housing Association,,HOHP/PF/15/0116,https://housingandpropertychamber.scot/apply-tribunal/property-factors/property-factors-decisions/oak-tree-housing-association-hohppf150116,,2015-12-17T12:00:00Z,Decision Issued,negative,,False,False,False,False,False,False,False,False,0116 Decision_Redacted.pdf,https://housingandpropertychamber.scot/sites/default/files/property_factor_decisions/0116%20Decision_Redacted.pdf,,
PF000153,exact_name,Charles White Limited,,HOHP/PF/15/0113,https://housingandpropertychamber.scot/apply-tribunal/property-factors/property-factors-decisions/charles-white-limited-hohppf150113,,2015-12-15T12:00:00Z,Complied,positive,resolved,False,False,False,False,False,False,False,False,hohp.pf_.15.0113 decision_Redacted.pdf | hohp.pf_.15.0113 prposed pfeo_Redacted.pdf | 0113 Certificate of Compliance_Redacted.pdf,https://housingandpropertychamber.scot/sites/default/files/property_factor_decisions/hohp.pf_.15.0113%20decision_Redacted.pdf | https://housingandpropertychamber.scot/sites/default/files/property_factor_decisions/hohp.pf_.15.0113%20prposed%20pfeo_Redacted.pdf | https://housingandpropertychamber.scot/sites/default/files/property_factor_decisions/0113%20Certificate%20of%20Compliance_Redacted.pdf,,
PF000153,exact_name,Charles White Limited,,HOHP/PF/15/0122,https://housingandpropertychamber.scot/apply-tribunal/property-factors/property-factors-decisions/charles-white-limited-hohppf150122,,2015-12-15T12:00:00Z,Complied,positive,resolved,False,False,False,False,False,False,False,False,0122 committee decision_Redacted.pdf | 0122 proposed pfeo_Redacted.pdf | 0122 Certificate of Compliance_Redacted.pdf,https://housingandpropertychamber.scot/sites/default/files/property_factor_decisions/0122%20committee%20decision_Redacted.pdf | https://housingandpropertychamber.scot/sites/default/files/property_factor_decisions/0122%20proposed%20pfeo_Redacted.pdf | https://housingandpropertychamber.scot/sites/default/files/property_factor_decisions/0122%20Certificate%20of%20Compliance_Redacted.pdf,,
PF000372,fuzzy_name (100%),Dunedin Canmore Property Management,,HOHP/PF/15/0101,https://housingandpropertychamber.scot/apply-tribunal/property-factors/property-factors-decisions/dunedin-canmore-property-management-hohppf150101,,2015-12-10T12:00:00Z,Decision Issued,negative,,False,False,False,False,False,False,False,False,150101 Decision-1_Redacted.pdf,https://housingandpropertychamber.scot/sites/default/files/property_factor_decisions/150101%20Decision-1_Redacted.pdf,,
PF000311,exact_name,Be Factored Ltd,,HOHP/PF/15/0037/0038/0049/0059/0070/0086/0091,https://housingandpropertychamber.scot/apply-tribunal/property-factors/property-factors-decisions/be-factored-ltd-hohppf150037003800490059007000860091,,2015-12-04T12:00:00Z,Failure to Comply,negative,unresolved,False,False,False,False,False,False,False,False,0037 to0091 decision_Redacted.pdf | 0037 to 0091 proposed pfeo_Redacted.pdf | 0037 38 49 59 70 86 91 PFEO_Redacted.pdf | HOHP-PF-15-0037-0038-0049-0059-0070-0086-0091 Decision Failure to Comply_Redacted.pdf,https://housingandpropertychamber.scot/sites/default/files/property_factor_decisions/0037%20to0091%20decision_Redacted.pdf | https://housingandpropertychamber.scot/sites/default/files/property_factor_decisions/0037%20to%200091%20proposed%20pfeo_Redacted.pdf | https://housingandpropertychamber.scot/sites/default/files/property_factor_decisions/0037%2038%2049%2059%2070%2086%2091%20PFEO_Redacted.pdf | https://housingandpropertychamber.scot/sites/default/files/property_factor_decisions/HOHP-PF-15-0037-0038-0049-0059-0070-0086-0091%20Decision%20Failure%20to%20Comply_Redacted.pdf,,
PF000207,exact_name,Select Property Management Services (Aberdeen) Ltd,,HOHP/PF/15/0063,https://housingandpropertychamber.scot/apply-tribunal/property-factors/property-factors-decisions/select-property-management-services-aberdeen-ltd-hohppf150063,,2015-12-02T12:00:00Z,Failure to Comply,negative,unresolved,False,False,False,False,False,False,False,False,0063 decision_Redacted.pdf | 0063 proposed pfeo_Redacted.pdf | 0063 PFEO rdt.pdf | 0063 Failure to Comply_Redacted.pdf,https://housingandpropertychamber.scot/sites/default/files/property_factor_decisions/0063%20decision_Redacted.pdf | https://housingandpropertychamber.scot/sites/default/files/property_factor_decisions/0063%20proposed%20pfeo_Redacted.pdf | https://housingandpropertychamber.scot/sites/default/files/property_factor_decisions/0063%20PFEO%20rdt.pdf | https://housingandpropertychamber.scot/sites/default/files/property_factor_decisions/0063%20Failure%20to%20Comply_Redacted.pdf,,
PF000225,exact_name,Charing Cross Housing Association,,HOHP/PF/15/0014,https://housingandpropertychamber.scot/apply-tribunal/property-factors/property-factors-decisions/charing-cross-housing-association-hohppf150014,,2015-11-25T12:00:00Z,Complied,positive,resolved,False,False,False,False,False,False,False,False,0014 committee decision_Redacted.pdf | 0014 proposed pfeo_Redacted.pdf | 015.0014 pfeo_Redacted.pdf | 15.0014 Certificate of Compliance_Redacted.pdf,https://housingandpropertychamber.scot/sites/default/files/property_factor_decisions/0014%20committee%20decision_Redacted.pdf | https://housingandpropertychamber.scot/sites/default/files/property_factor_decisions/0014%20proposed%20pfeo_Redacted.pdf | https://housingandpropertychamber.scot/sites/default/files/property_factor_decisions/015.0014%20pfeo_Redacted.pdf | https://housingandpropertychamber.scot/sites/default/files/property_factor_decisions/15.0014%20Certificate%20of%20Compliance_Redacted.pdf,,
PF000269,exact_name,"W M Cumming, Turner & Watt",,HOHP/PF/15/0040/0115,https://housingandpropertychamber.scot/apply-tribunal/property-factors/property-factors-decisions/w-m-cumming-turner-watt-hohppf1500400115,,2015-11-18T12:00:00Z,Complied,positive,resolved,False,False,False,False,False,False,False,False,40.115 decision_Redacted.pdf | 0040 115 proposed pfeo_Redacted.pdf | 0040 0115 PFEO_Redacted.pdf | 0040 0115 - Certificate of Compliance_Redacted.pdf,https://housingandpropertychamber.scot/sites/default/files/property_factor_decisions/40.115%20decision_Redacted.pdf | https://housingandpropertychamber.scot/sites/default/files/property_factor_decisions/0040%20115%20proposed%20pfeo_Redacted.pdf | https://housingandpropertychamber.scot/sites/default/files/property_factor_decisions/0040%200115%20PFEO_Redacted.pdf | https://housingandpropertychamber.scot/sites/default/files/property_factor_decisions/0040%200115%20-%20Certificate%20of%20Compliance_Redacted.pdf,,
PF000212,fuzzy_name (100%),GHA(Management) Ltd YourPlace Property Management,,HOHP/PF/15/0044,https://housingandpropertychamber.scot/apply-tribunal/property-factors/property-factors-decisions/ghamanagement-ltd-yourplace-property-management-hohppf150044,Property Factor Duties,2015-11-12T12:00:00Z,Complied,positive,resolved,False,False,False,False,False,False,False,True,0044. committee decision_Redacted.pdf | 0044 proposed order _Redacted.pdf | 0044 PFEO_Redacted.pdf | 0044 Failure to Comply_Redacted.pdf | Certificate of Compliance.15.0044_Redacted.pdf,https://housingandpropertychamber.scot/sites/default/files/property_factor_decisions/0044.%20committee%20decision_Redacted.pdf | https://housingandpropertychamber.scot/sites/default/files/property_factor_decisions/0044%20proposed%20order%20_Redacted.pdf | https://housingandpropertychamber.scot/sites/default/files/property_factor_decisions/0044%20PFEO_Redacted.pdf | https://housingandpropertychamber.scot/sites/default/files/property_factor_decisions/0044%20Failure%20to%20Comply_Redacted.pdf | https://housingandpropertychamber.scot/sites/default/files/property_factor_decisions/Certificate%20of%20Compliance.15.0044_Redacted.pdf,,
PF000164,exact_name,Walker Sandford,,HOHP/PF/14/0101,https://housingandpropertychamber.scot/apply-tribunal/property-factors/property-factors-decisions/walker-sandford-hohppf140101,,2015-11-11T12:00:00Z,PFEO Proposed,negative,pending,False,False,False,False,False,False,False,False,0101 Decision_Redacted.pdf | 0101 Proposed PFEO_Redacted.pdf | 0101 PFEO_Redacted.pdf | 0101 Certificate of Complaince_Redacted.pdf,https://housingandpropertychamber.scot/sites/default/files/property_factor_decisions/0101%20Decision_Redacted.pdf | https://housingandpropertychamber.scot/sites/default/files/property_factor_decisions/0101%20Proposed%20PFEO_Redacted.pdf | https://housingandpropertychamber.scot/sites/default/files/property_factor_decisions/0101%20PFEO_Redacted.pdf | https://housingandpropertychamber.scot/sites/default/files/property_factor_decisions/0101%20Certificate%20of%20Complaince_Redacted.pdf,,
PF000121,exact_name,Scottish Woodlands Ltd,,HOHP/PF/15/0088,https://housingandpropertychamber.scot/apply-tribunal/property-factors/property-factors-decisions/scottish-woodlands-ltd-hohppf150088,,2015-11-05T12:00:00Z,PFEO Proposed,negative,pending,False,False,False,False,False,False,False,False,15.0088 Decision_Redacted_0.pdf | 15.0088 Proposed PFEO_Redacted_0.pdf,https://housingandpropertychamber.scot/sites/default/files/property_factor_decisions/15.0088%20Decision_Redacted_0.pdf | https://housingandpropertychamber.scot/sites/default/files/property_factor_decisions/15.0088%20Proposed%20PFEO_Redacted_0.pdf,,
PF000121,exact_name,Scottish Woodlands Ltd,,HOHP/PF/15/0088,https://housingandpropertychamber.scot/apply-tribunal/property-factors/property-factors-decisions/scottish-woodlands-ltd-hohppf150088-0,,2015-11-05T12:00:00Z,PFEO Proposed,negative,pending,False,False,False,False,False,False,False,False,15.0088 Decision_Redacted.pdf | 15.0088 Proposed PFEO_Redacted.pdf,https://housingandpropertychamber.scot/sites/default/files/property_factor_decisions/15.0088%20Decision_Redacted.pdf | https://housingandpropertychamber.scot/sites/default/files/property_factor_decisions/15.0088%20Proposed%20PFEO_Redacted.pdf,,
PF000196,fuzzy_name (100%),Ross and Liddell Ltd,,HOHP/PF/14/0157,https://housingandpropertychamber.scot/apply-tribunal/property-factors/property-factors-decisions/ross-liddell-ltd-hohppf140157,,2015-11-04T12:00:00Z,Decision Issued,negative,,False,False,False,False,False,False,False,False,0157 Decision_Redacted.pdf,https://housingandpropertychamber.scot/sites/default/files/property_factor_decisions/0157%20Decision_Redacted.pdf,,
PF001144,fuzzy_name (100%),The Property Management Company,,HOHP/LM/15/0066,https://housingandpropertychamber.scot/apply-tribunal/property-factors/property-factors-decisions/property-management-company-hohplm150066,,2015-10-28T12:00:00Z,Decision Issued,negative,,False,False,False,False,False,False,False,False,0066 decision_Redacted.pdf,https://housingandpropertychamber.scot/sites/default/files/property_factor_decisions/0066%20decision_Redacted.pdf,,
PF001144,fuzzy_name (100%),The Property Management Company Limited,,HOHP/PF/15/0067,https://housingandpropertychamber.scot/apply-tribunal/property-factors/property-factors-decisions/property-management-company-limited-hohppf150067,,2015-10-28T12:00:00Z,Decision Issued,negative,,False,False,False,False,False,False,False,False,0067 decision_Redacted.pdf,https://housingandpropertychamber.scot/sites/default/files/property_factor_decisions/0067%20decision_Redacted.pdf,,
PF000196,exact_name,Ross & Liddell Ltd,,HOHP/PF/15/0058,https://housingandpropertychamber.scot/apply-tribunal/property-factors/property-factors-decisions/ross-liddell-ltd-hohppf150058,,2015-10-22T12:00:00Z,Complied,positive,resolved,False,False,False,False,False,False,False,False,0058 decision_Redacted_0.pdf | 0058 proposed pfeo-1_Redacted_0.pdf | 0058 PFEO (2)_Redacted.pdf | 0058 Certificate of Compliance_Redacted_0.pdf,https://housingandpropertychamber.scot/sites/default/files/property_factor_decisions/0058%20decision_Redacted_0.pdf | https://housingandpropertychamber.scot/sites/default/files/property_factor_decisions/0058%20proposed%20pfeo-1_Redacted_0.pdf | https://housingandpropertychamber.scot/sites/default/files/property_factor_decisions/0058%20PFEO%20%282%29_Redacted.pdf | https://housingandpropertychamber.scot/sites/default/files/property_factor_decisions/0058%20Certificate%20of%20Compliance_Redacted_0.pdf,,
PF000383,exact_name,Apex Property Factor Limited,,HOHP/PF/15/0054,https://housingandpropertychamber.scot/apply-tribunal/property-factors/property-factors-decisions/apex-property-factor-limited-hohppf150054,,2015-10-21T12:00:00Z,Complied,positive,resolved,False,False,False,False,False,False,False,False,0054 decision_Redacted.pdf | 0054 proposed pfeo_Redacted.pdf | 0054 PFEO_Redacted.pdf | 0054 - Certificate of Compliance_Redacted.pdf,https://housingandpropertychamber.scot/sites/default/files/property_factor_decisions/0054%20decision_Redacted.pdf | https://housingandpropertychamber.scot/sites/default/files/property_factor_decisions/0054%20proposed%20pfeo_Redacted.pdf | https://housingandpropertychamber.scot/sites/default/files/property_factor_decisions/0054%20PFEO_Redacted.pdf | https://housingandpropertychamber.scot/sites/default/files/property_factor_decisions/0054%20-%20Certificate%20of%20Compliance_Redacted.pdf,,
PF000196,fuzzy_name (100%),Ross and Liddell,,HOHP/PF/15/0064/0065,https://housingandpropertychamber.scot/apply-tribunal/property-factors/property-factors-decisions/ross-liddell-hohppf1500640065,,2015-10-14T12:00:00Z,Decision Issued,negative,,False,False,False,False,False,False,False,False,0064 0065 Decision _Redacted.pdf,https://housingandpropertychamber.scot/sites/default/files/property_factor_decisions/0064%200065%20Decision%20_Redacted.pdf,,
